,브랜드,모델,세부등급,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
83,기아,모닝,디럭스 스페셜,2600000,11,180000,가솔린,오토,17.0,경차,998,진주색,0,없음,없음,사고없음,없음,없음,없음,3,많음,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-1.0053818157993641
84,기아,모닝,2인승밴 고급형,3300000,16,89765,가솔린,오토,16.7,경차,998,흰색,0,없음,없음,사고있음,없음,없음,있음,3,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7476489977004531
85,기아,모닝,바이퓨얼 스마트,5300000,15,42328,LPG,수동,16.7,경차,998,진주색,0,없음,없음,사고있음,없음,없음,없음,1,보통,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.011269517417850546
86,기아,모닝,LX 고급형,1700000,5,97856,가솔린,오토,16.7,경차,999,회색,0,없음,없음,사고있음,없음,없음,없음,5,짧음,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.3367525819265351
87,기아,모닝,스마트,4500000,12,79737,가솔린,오토,17.0,경차,998,회색,0,없음,없음,사고없음,없음,없음,없음,2,보통,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3058213095308916
88,기아,모닝,디럭스,8500000,17,12830,가솔린,오토,16.0,경차,998,회색,0,없음,없음,사고없음,없음,없음,없음,2,짧음,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.1669376510343137
89,기아,모닝,럭셔리,9500000,19,37340,가솔린,오토,16.0,경차,1000,흰색,0,없음,없음,사고없음,없음,없음,없음,0,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.535127391175615
90,기아,모닝,디럭스,7300000,17,30020,가솔린,오토,16.0,경차,998,은색,0,없음,없음,사고없음,없음,없음,있음,1,보통,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.725109962864752
91,기아,모닝,디럭스,8200000,17,11783,가솔린,오토,16.0,경차,998,진주색,0,없음,없음,사고없음,없음,없음,있음,1,짧음,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0564807289919231
92,기아,모닝,SLX 고급형 블랙프리미엄,3000000,9,147672,가솔린,오토,16.7,경차,999,흰색,0,없음,없음,사고있음,없음,없음,없음,7,많음,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.8581059197428436
