,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
94,쌍용,티볼리,10900000,18,125606,디젤,오토,14.2,SUV,1597,은색,0,없음,없음,사고없음,없음,없음,없음,1,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.005177486943388
95,쌍용,티볼리,8800000,16,141161,가솔린,오토,12.8,SUV,1597,흰색,0,정보없음,없음,사고있음,없음,없음,없음,0,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-1.8150555873728218
96,쌍용,티볼리,11900000,15,64369,가솔린,오토,12.0,SUV,1597,검정색,0,없음,없음,사고있음,없음,없음,없음,3,짧음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.6195212486436577
97,쌍용,티볼리,14400000,15,77127,가솔린,오토,11.3,SUV,1597,흰색,0,없음,없음,사고있음,없음,없음,없음,0,보통,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3446193471056683
100,쌍용,티볼리,11000000,16,135415,디젤,오토,13.8,SUV,0,검정색,0,없음,없음,사고있음,없음,없음,없음,0,많음,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,-0.966611863113415
101,쌍용,티볼리,13300000,17,16164,가솔린,오토,11.4,SUV,0,초록색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,-0.07960251502403509
102,쌍용,티볼리,15890000,18,6000,가솔린,오토,14.2,SUV,0,주황색,0,없음,1 건,사고없음,없음,없음,없음,0,짧음,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.9192471421722666
103,쌍용,티볼리,10400000,17,144781,디젤,오토,14.2,SUV,1600,흰색,0,없음,없음,사고있음,없음,없음,있음,0,많음,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,-1.1980056060932531
104,쌍용,티볼리,12300000,15,69994,가솔린,오토,12.0,SUV,1597,다크블루,0,없음,없음,사고있음,없음,없음,없음,1,보통,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.4652587533237655
105,쌍용,티볼리,10900000,16,108631,디젤,오토,14.7,SUV,0,초록색,0,없음,1 건,사고없음,없음,없음,없음,0,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.005177486943388
