,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백,가격표준화
98,현대,아반떼,5900000,10,70568,가솔린,오토,14.3,준중형,1591,회색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,-0.530880787185327
99,현대,아반떼,6590000,10,39135,가솔린,오토,14.3,준중형,1591,회색,0,없음,없음,사고있음,없음,없음,없음,3,짧음,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,-0.357012700993479
100,현대,아반떼,8300000,15,110864,가솔린,오토,14.0,준중형,1597,흰색,0,없음,없음,사고있음,없음,없음,없음,2,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.07387777348197051
101,현대,아반떼,3900000,10,168000,가솔린,오토,14.3,준중형,1591,검정,0,없음,없음,사고있음,없음,없음,없음,3,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.034846254408075
102,현대,아반떼,12200000,17,75604,디젤,오토,18.4,준중형,1582,흰색,0,없음,없음,사고있음,없음,없음,없음,0,많음,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1.056610434566329
103,현대,아반떼,4290000,13,73531,가솔린,수동,14.1,준중형,1591,흰색,0,없음,없음,사고없음,없음,없음,없음,0,짧음,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.9365729882996391
105,현대,아반떼,9500000,15,54388,디젤,오토,16.2,준중형,1600,검정색,0,없음,없음,사고있음,없음,없음,없음,0,짧음,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.3762570538156193
106,현대,아반떼,7900000,16,113600,LPG,오토,14.3,준중형,1600,플래니텀실버,0,없음,없음,사고없음,없음,없음,있음,1,많음,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,-0.026915319962579072
107,현대,아반떼,8100000,14,80552,가솔린,오토,14.0,준중형,1591,회색,0,없음,없음,사고있음,없음,없음,없음,2,보통,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0.02348122675969572
108,현대,아반떼,14300000,19,4863,가솔린,오토,15.2,준중형,1600,흰색,0,없음,없음,사고없음,없음,없음,없음,1,짧음,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1.5857741751502143
109,현대,아반떼,11500000,16,38700,가솔린,오토,13.7,준중형,1591,회색,0,없음,없음,사고있음,없음,없음,없음,1,짧음,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0.8802225210383672
110,현대,아반떼,8400000,14,42300,디젤,오토,16.2,준중형,1582,흰색,0,없음,없음,사고없음,없음,없음,없음,1,짧음,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.09907604684310792
111,현대,아반떼,4200000,12,143296,가솔린,오토,14.3,준중형,1591,은색,0,없음,1 건,사고있음,없음,없음,없음,1,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9592514343246628
112,현대,아반떼,7900000,15,64614,가솔린,오토,13.7,준중형,1591,흰색,0,1 건,1 건,사고있음,없음,없음,있음,2,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026915319962579072
114,현대,아반떼,7200000,16,70000,가솔린,오토,13.7,준중형,1591,흰색,0,없음,없음,사고있음,없음,없음,없음,2,보통,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,-0.20330323349054086
115,현대,아반떼,13300000,17,26343,가솔린,오토,13.7,준중형,1591,은색,0,없음,없음,사고없음,없음,없음,없음,0,짧음,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1.3337914415388403
116,현대,아반떼,4200000,10,190256,가솔린,오토,14.3,준중형,1591,흰색,0,없음,없음,사고없음,없음,없음,없음,2,많음,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,-0.9592514343246628
117,현대,아반떼,2990000,9,147430,가솔린,오토,14.3,준중형,1591,은색,0,없음,없음,사고있음,없음,없음,없음,1,보통,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,-1.2641505419944252
118,현대,아반떼,5600000,14,145918,디젤,오토,18.5,준중형,0,흰색,0,없음,없음,사고없음,없음,없음,없음,1,많음,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,-0.6064756072687392
