,브랜드,모델,가격,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,연평균주행거리,썬루프,내비게이션,오토라이트,주차감지센서,가죽시트,열선시트,전동접이사이드미러,크루즈컨트롤,알루미늄휠,스마트키,통풍시트,하이패스룸밀러,블루투스,타이어공기압장치,레인선서와이퍼,핸들열선,차선이탈경보,사이드n커튼에어백
93,현대,포터2,10300000,17년01월(17년형),"179,783km",디젤,오토,정보없음,트럭,"2,498cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,3회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,현대,포터2,9900000,15년12월(16년형),"56,159km",디젤,수동,정보없음,트럭,"2,500cc",파랑색,없음,없음,없음,사고있음,없음,없음,없음,1회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,현대,포터2,4700000,08년09월(09년형),"67,800km",디젤,수동,정보없음,특수,"2,497cc",파랑색,없음,없음,없음,사고없음,없음,없음,없음,7회,짧음,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
96,현대,포터2,4000000,08년12월(09년형),"134,695km",디젤,수동,정보없음,트럭,"2,497cc",파랑색,없음,없음,없음,사고있음,없음,없음,없음,8회,짧음,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
97,현대,포터,3800000,10년01월(10년형),"300,000km",디젤,오토,정보없음,트럭,"2,500cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,2회,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,현대,포터2,14500000,17년07월(18년형),"97,549km",디젤,수동,정보없음,트럭,"2,500cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,많음,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
99,현대,포터2,6900000,12년02월(12년형),"162,545km",디젤,수동,정보없음,트럭,"2,497cc",파랑색,없음,없음,없음,사고없음,없음,없음,없음,1회,보통,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,현대,포터2,5300000,10년01월(10년형),"267,022km",디젤,수동,정보없음,트럭,0cc,흰색,정보없음,없음,없음,사고있음,없음,없음,없음,없음,많음,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
101,현대,포터2,5900000,08년04월(08년형),"148,373km",디젤,오토,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,1회,짧음,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
102,현대,포터2,3800000,11년09월(12년형),"215,495km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,8회,많음,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,현대,포터2,5500000,11년06월(12년형),"75,641km",디젤,수동,정보없음,트럭,"2,497cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,4회,짧음,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
104,현대,포터2,6900000,11년03월(11년형),"158,855km",디젤,수동,정보없음,트럭,"2,497cc",청색,없음,없음,1 건,사고있음,없음,없음,없음,1회,보통,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
105,현대,포터2,14400000,15년07월(16년형),"66,420km",디젤,수동,정보없음,트럭,"2,000cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,2회,짧음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,현대,포터2,5200000,12년05월(12년형),"282,954km",디젤,오토,정보없음,트럭,"2,497cc",파랑색,없음,없음,없음,사고없음,없음,없음,없음,없음,많음,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
